statecode,countyname,bldg_count_Flex,bldg_count_Healthcare,bldg_count_Hospitality,bldg_count_Industrial,bldg_count_Multifamily,bldg_count_Office,bldg_count_Retail,bldg_count_Specialty,bldg_count_Entertainment,area_sum_Flex,area_sum_Healthcare,area_sum_Hospitality,area_sum_Industrial,area_sum_Multifamily,area_sum_Office,area_sum_Retail,area_sum_Specialty,area_sum_Entertainment
MO,Marion County,7.0,1.0,9.0,15.0,11.0,37.0,149.0,11.0,0.0,120500.0,20000.0,275000.0,160500.0,419900.0,443300.0,1752700.0,88400.0,0.0
MO,McDonald County,1.0,1.0,3.0,10.0,8.0,9.0,76.0,4.0,2.0,11000.0,3500.0,59400.0,664500.0,189700.0,34200.0,489800.0,9000.0,9700.0
MO,Mercer County,0.0,1.0,1.0,1.0,0.0,4.0,6.0,3.0,0.0,0.0,26000.0,3100.0,3200.0,0.0,10400.0,36800.0,8000.0,0.0
MO,Miller County,3.0,1.0,5.0,31.0,23.0,23.0,89.0,17.0,0.0,17500.0,19200.0,124400.0,722500.0,376200.0,128500.0,1250000.0,96600.0,0.0
MO,Mississippi County,0.0,0.0,0.0,4.0,8.0,6.0,37.0,6.0,0.0,0.0,0.0,0.0,161200.0,121200.0,28100.0,282000.0,27500.0,0.0
MO,Moniteau County,0.0,1.0,0.0,4.0,7.0,5.0,36.0,8.0,0.0,0.0,27000.0,0.0,178200.0,92800.0,15200.0,301400.0,14700.0,0.0
MO,Monroe County,0.0,0.0,3.0,3.0,2.0,3.0,32.0,7.0,0.0,0.0,0.0,17200.0,250100.0,19900.0,11000.0,144900.0,46100.0,0.0
MO,Montgomery County,0.0,0.0,5.0,20.0,2.0,7.0,51.0,12.0,3.0,0.0,0.0,38600.0,956800.0,28900.0,17400.0,294700.0,49900.0,14500.0
MO,Morgan County,1.0,1.0,3.0,18.0,10.0,14.0,91.0,23.0,1.0,2600.0,19400.0,32600.0,351400.0,364700.0,106700.0,554900.0,207600.0,6600.0
MO,New Madrid County,1.0,1.0,2.0,21.0,17.0,18.0,78.0,16.0,0.0,5800.0,23300.0,121900.0,2010800.0,383800.0,71300.0,1174600.0,56300.0,0.0
MO,Newton County,11.0,7.0,16.0,58.0,26.0,67.0,246.0,34.0,2.0,77500.0,990900.0,647800.0,3176800.0,744900.0,614200.0,2162800.0,228500.0,50600.0
MO,Nodaway County,1.0,1.0,2.0,13.0,14.0,19.0,72.0,15.0,0.0,2800.0,32600.0,46800.0,696900.0,343600.0,58700.0,820100.0,132800.0,0.0
MO,Oregon County,0.0,0.0,1.0,2.0,1.0,4.0,24.0,6.0,1.0,0.0,0.0,3400.0,10700.0,25000.0,7200.0,234400.0,63600.0,200.0
MO,Osage County,0.0,2.0,0.0,1.0,3.0,5.0,27.0,10.0,0.0,0.0,13800.0,0.0,84000.0,45100.0,12900.0,162800.0,26100.0,0.0
MO,Ozark County,0.0,0.0,9.0,1.0,2.0,5.0,22.0,14.0,0.0,0.0,0.0,42700.0,2400.0,29700.0,9000.0,119100.0,63500.0,0.0
MO,Pemiscot County,0.0,0.0,4.0,6.0,9.0,6.0,42.0,9.0,0.0,0.0,0.0,28000.0,344700.0,319400.0,49700.0,329900.0,35100.0,0.0
MO,Perry County,3.0,1.0,2.0,9.0,9.0,19.0,54.0,7.0,0.0,34300.0,6000.0,11800.0,149300.0,272700.0,74700.0,562700.0,29200.0,0.0
MO,Pettis County,5.0,2.0,6.0,94.0,24.0,68.0,209.0,20.0,0.0,120100.0,63900.0,219000.0,4136900.0,565800.0,329800.0,2945800.0,221600.0,0.0
MO,Phelps County,5.0,2.0,15.0,68.0,56.0,65.0,241.0,34.0,1.0,130700.0,34300.0,844000.0,2300800.0,1071400.0,473200.0,2607600.0,328100.0,14200.0
MO,Pike County,1.0,2.0,1.0,21.0,15.0,21.0,66.0,13.0,0.0,6300.0,41000.0,12200.0,764900.0,112700.0,51500.0,572900.0,118200.0,0.0
MO,Platte County,22.0,13.0,38.0,197.0,103.0,164.0,400.0,39.0,3.0,1711100.0,759700.0,2718200.0,16114200.0,10949800.0,4534100.0,6661600.0,2119800.0,209100.0
MO,Polk County,4.0,3.0,2.0,38.0,27.0,34.0,153.0,15.0,2.0,42700.0,80900.0,95000.0,812800.0,541300.0,226400.0,1104400.0,73100.0,22000.0
MO,Pulaski County,1.0,2.0,15.0,11.0,55.0,15.0,134.0,15.0,1.0,9700.0,16700.0,316700.0,175500.0,4598900.0,65500.0,1615600.0,92300.0,25000.0
MO,Putnam County,0.0,0.0,1.0,2.0,1.0,4.0,9.0,2.0,0.0,0.0,0.0,5700.0,10600.0,75000.0,11600.0,48700.0,8000.0,0.0
MO,Ralls County,1.0,0.0,2.0,14.0,1.0,3.0,34.0,5.0,0.0,4800.0,0.0,89000.0,1558800.0,10400.0,17100.0,203400.0,30100.0,0.0
MO,Randolph County,2.0,6.0,2.0,39.0,16.0,40.0,142.0,18.0,3.0,40300.0,237800.0,26900.0,1916600.0,370700.0,354500.0,1324600.0,86300.0,14200.0
MO,Ray County,0.0,0.0,0.0,8.0,8.0,15.0,65.0,19.0,0.0,0.0,0.0,0.0,428800.0,180200.0,68700.0,628700.0,55200.0,0.0
MO,Reynolds County,0.0,1.0,1.0,0.0,2.0,1.0,7.0,4.0,0.0,0.0,25100.0,7000.0,0.0,25200.0,4500.0,53000.0,26200.0,0.0
MO,Ripley County,1.0,1.0,0.0,3.0,8.0,5.0,30.0,5.0,0.0,11600.0,40000.0,0.0,11800.0,130800.0,25600.0,275600.0,29600.0,0.0
MO,Saline County,3.0,3.0,3.0,9.0,9.0,19.0,82.0,7.0,1.0,262400.0,300.0,21800.0,380100.0,289700.0,129300.0,828700.0,23900.0,3000.0
MO,Schuyler County,0.0,0.0,0.0,2.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,0.0,7000.0,0.0,1100.0,51900.0,18100.0,0.0
MO,Scotland County,0.0,0.0,0.0,3.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,8100.0,0.0,6200.0,111400.0,7500.0,0.0
MO,Scott County,2.0,5.0,5.0,65.0,21.0,46.0,144.0,22.0,1.0,107900.0,182600.0,132600.0,2948700.0,475000.0,347100.0,1377300.0,82700.0,2500.0
MO,Shannon County,0.0,1.0,5.0,1.0,3.0,0.0,15.0,5.0,0.0,0.0,24000.0,37500.0,2500.0,36200.0,0.0,60300.0,22000.0,0.0
MO,Shelby County,0.0,0.0,3.0,1.0,4.0,3.0,18.0,6.0,0.0,0.0,0.0,47200.0,37500.0,101500.0,5800.0,119200.0,12500.0,0.0
MO,St. Charles County,97.0,29.0,35.0,771.0,218.0,886.0,1576.0,128.0,11.0,2298500.0,2000800.0,2986700.0,32199700.0,18190900.0,10604200.0,23065300.0,3532600.0,554600.0
MO,St. Clair County,0.0,0.0,1.0,6.0,3.0,6.0,35.0,5.0,0.0,0.0,0.0,8600.0,48700.0,35300.0,21700.0,170300.0,16800.0,0.0
MO,St. Francois County,6.0,10.0,7.0,36.0,59.0,64.0,283.0,31.0,1.0,53900.0,447900.0,258800.0,1491000.0,3431800.0,459600.0,3137200.0,290100.0,3700.0
MO,St. Louis County,368.0,113.0,130.0,2544.0,1008.0,2455.0,4476.0,613.0,31.0,12265200.0,15081400.0,11441900.0,117553200.0,82102100.0,72007300.0,76571400.0,16874100.0,2170800.0
MO,St. Louis city,102.0,54.0,57.0,1730.0,1422.0,1017.0,2353.0,386.0,15.0,2132100.0,8201200.0,12603700.0,73196700.0,55842800.0,47100700.0,21006300.0,23820900.0,1645800.0
MO,Ste. Genevieve County,0.0,3.0,4.0,19.0,9.0,11.0,56.0,3.0,0.0,0.0,19700.0,60100.0,590100.0,178200.0,47600.0,396300.0,6600.0,0.0
MO,Stoddard County,0.0,3.0,4.0,20.0,15.0,15.0,75.0,15.0,0.0,0.0,98100.0,95800.0,404400.0,277700.0,48600.0,650500.0,81600.0,0.0
MO,Stone County,2.0,0.0,39.0,23.0,23.0,29.0,146.0,26.0,2.0,10500.0,0.0,746500.0,257800.0,385900.0,110500.0,1357000.0,393000.0,6300.0
MO,Sullivan County,0.0,1.0,1.0,4.0,1.0,3.0,14.0,5.0,0.0,0.0,27800.0,11300.0,319900.0,8500.0,7200.0,70500.0,34900.0,0.0
MO,Taney County,5.0,4.0,146.0,57.0,82.0,126.0,427.0,63.0,23.0,2030100.0,258000.0,5475200.0,650800.0,4202200.0,949400.0,6248900.0,1207200.0,627600.0
MO,Texas County,0.0,0.0,2.0,4.0,14.0,13.0,65.0,19.0,2.0,0.0,0.0,24000.0,124000.0,165100.0,49000.0,633500.0,67000.0,75300.0
MO,Vernon County,0.0,4.0,5.0,16.0,8.0,21.0,55.0,15.0,0.0,0.0,104300.0,122100.0,812100.0,271800.0,117900.0,703100.0,30100.0,0.0
MO,Warren County,2.0,1.0,6.0,74.0,31.0,48.0,123.0,16.0,0.0,14000.0,34000.0,118500.0,2233400.0,1332100.0,236000.0,1246900.0,85700.0,0.0
MO,Washington County,0.0,1.0,0.0,9.0,4.0,11.0,45.0,6.0,0.0,0.0,33700.0,0.0,239100.0,31200.0,32900.0,456300.0,25400.0,0.0
MO,Wayne County,0.0,2.0,0.0,0.0,4.0,4.0,21.0,9.0,0.0,0.0,18100.0,0.0,0.0,76000.0,20600.0,166600.0,70800.0,0.0
MO,Webster County,5.0,3.0,5.0,38.0,26.0,27.0,149.0,17.0,1.0,32700.0,56800.0,84600.0,768300.0,792800.0,132400.0,1164900.0,214900.0,800.0
MO,Worth County,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,17000.0,0.0
MO,Wright County,2.0,2.0,3.0,16.0,13.0,22.0,93.0,13.0,1.0,49000.0,46300.0,22500.0,138100.0,502100.0,98800.0,594600.0,43500.0,1500.0
MS,Adams County,5.0,2.0,19.0,30.0,22.0,60.0,160.0,10.0,0.0,86100.0,283000.0,535200.0,3265500.0,1139500.0,388900.0,2167800.0,489200.0,0.0
MS,Alcorn County,2.0,1.0,3.0,22.0,3.0,18.0,132.0,3.0,0.0,84500.0,12500.0,24700.0,2231300.0,112700.0,141000.0,1954100.0,25400.0,0.0
MS,Amite County,0.0,0.0,2.0,6.0,1.0,1.0,22.0,3.0,0.0,0.0,0.0,4700.0,236400.0,21300.0,3200.0,116400.0,10200.0,0.0
MS,Attala County,0.0,1.0,1.0,10.0,5.0,6.0,46.0,5.0,0.0,0.0,174600.0,3600.0,891100.0,305900.0,42400.0,663200.0,53900.0,0.0
MS,Benton County,1.0,1.0,0.0,3.0,1.0,0.0,9.0,4.0,0.0,12000.0,7200.0,0.0,107000.0,4000.0,0.0,68700.0,10700.0,0.0
MS,Bolivar County,2.0,3.0,1.0,3.0,12.0,6.0,77.0,9.0,0.0,804900.0,394400.0,9200.0,498200.0,730000.0,26600.0,1204600.0,120900.0,0.0
MS,Calhoun County,0.0,1.0,0.0,2.0,2.0,5.0,31.0,5.0,0.0,0.0,10000.0,0.0,452700.0,51400.0,15200.0,209500.0,9200.0,0.0
MS,Carroll County,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,18800.0,0.0,0.0,58100.0,3000.0,0.0
MS,Chickasaw County,1.0,1.0,0.0,10.0,4.0,6.0,47.0,5.0,0.0,3600.0,88200.0,0.0,750400.0,140500.0,20800.0,379700.0,18100.0,0.0
MS,Choctaw County,0.0,0.0,0.0,1.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,381900.0,35700.0,2600.0,66100.0,4200.0,0.0
MS,Claiborne County,0.0,0.0,1.0,2.0,0.0,1.0,15.0,3.0,1.0,0.0,0.0,4400.0,123000.0,0.0,5000.0,88200.0,107800.0,3800.0
MS,Clarke County,0.0,1.0,0.0,15.0,2.0,6.0,36.0,5.0,0.0,0.0,7100.0,0.0,2020700.0,108900.0,24900.0,308200.0,20800.0,0.0
MS,Clay County,1.0,0.0,2.0,13.0,6.0,11.0,54.0,4.0,0.0,31900.0,0.0,58300.0,3055300.0,316500.0,70300.0,671000.0,61700.0,0.0
MS,Coahoma County,0.0,3.0,2.0,16.0,18.0,20.0,93.0,8.0,0.0,0.0,258800.0,284300.0,494500.0,992400.0,129100.0,1186800.0,55500.0,0.0
MS,Copiah County,0.0,1.0,2.0,20.0,3.0,17.0,99.0,8.0,0.0,0.0,50000.0,27000.0,1130700.0,65100.0,57000.0,981700.0,36600.0,0.0
MS,Covington County,0.0,0.0,1.0,11.0,5.0,7.0,32.0,3.0,0.0,0.0,0.0,32900.0,442500.0,111500.0,16300.0,227500.0,12200.0,0.0
MS,DeSoto County,80.0,11.0,48.0,455.0,56.0,368.0,1036.0,125.0,7.0,853800.0,2641700.0,1978500.0,63737400.0,8500500.0,2141500.0,13131700.0,2628200.0,215700.0
MS,Forrest County,13.0,5.0,8.0,118.0,121.0,213.0,416.0,22.0,1.0,274800.0,433100.0,369600.0,4692000.0,8495700.0,1395700.0,4535900.0,384800.0,8300.0
MS,Franklin County,0.0,0.0,0.0,2.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,156500.0,31600.0,0.0,53800.0,22000.0,0.0
MS,George County,1.0,0.0,1.0,9.0,4.0,15.0,83.0,3.0,1.0,11100.0,0.0,11000.0,93100.0,49500.0,46600.0,809000.0,29200.0,20900.0
MS,Greene County,0.0,0.0,0.0,2.0,2.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,111400.0,53400.0,6200.0,151500.0,4300.0,0.0
MS,Grenada County,0.0,0.0,6.0,10.0,10.0,14.0,103.0,3.0,0.0,0.0,0.0,145300.0,364300.0,537000.0,161200.0,1162800.0,49300.0,0.0
MS,Hancock County,3.0,0.0,9.0,42.0,31.0,57.0,174.0,18.0,2.0,15100.0,0.0,690900.0,1124200.0,1880300.0,459700.0,2023600.0,262200.0,225900.0
MS,Harrison County,46.0,15.0,50.0,219.0,211.0,542.0,980.0,90.0,10.0,791300.0,1457300.0,2959300.0,5417900.0,20474800.0,3890700.0,15431400.0,2180400.0,2692300.0
MS,Hinds County,67.0,29.0,73.0,439.0,239.0,1019.0,1939.0,287.0,12.0,1478700.0,8868600.0,4987000.0,17763800.0,22201600.0,16331100.0,21363300.0,6096600.0,800200.0
MS,Holmes County,0.0,0.0,1.0,4.0,7.0,4.0,32.0,10.0,0.0,0.0,0.0,6800.0,341900.0,351800.0,14300.0,307800.0,66400.0,0.0
MS,Humphreys County,0.0,0.0,0.0,1.0,2.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,5000.0,62000.0,112800.0,96500.0,5500.0,0.0
MS,Issaquena County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0
MS,Itawamba County,0.0,0.0,0.0,14.0,4.0,2.0,39.0,5.0,0.0,0.0,0.0,0.0,1025700.0,87800.0,3800.0,471600.0,15900.0,0.0
MS,Jackson County,57.0,12.0,48.0,178.0,152.0,491.0,1109.0,115.0,4.0,686800.0,1261100.0,1717800.0,5491400.0,8877900.0,2444200.0,7623700.0,1375500.0,37000.0
MS,Jasper County,1.0,0.0,0.0,3.0,2.0,6.0,27.0,3.0,0.0,13200.0,0.0,0.0,140400.0,57300.0,19600.0,218400.0,4700.0,0.0
MS,Jefferson County,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,48000.0,0.0,56600.0,2300.0,0.0
MS,Jefferson Davis County,0.0,0.0,1.0,7.0,0.0,3.0,30.0,1.0,1.0,0.0,0.0,52300.0,224800.0,0.0,3800.0,188000.0,900.0,1500.0
MS,Jones County,1.0,5.0,2.0,59.0,22.0,56.0,233.0,16.0,0.0,17900.0,197900.0,37700.0,3835900.0,1306400.0,364600.0,2713700.0,183200.0,0.0
MS,Kemper County,0.0,1.0,0.0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,15000.0,0.0,0.0,41800.0,2000.0,94200.0,3800.0,0.0
MS,Lafayette County,4.0,6.0,6.0,16.0,62.0,105.0,147.0,3.0,2.0,36700.0,292700.0,255000.0,1490800.0,6704100.0,1111100.0,3045800.0,35000.0,10300.0
MS,Lamar County,5.0,4.0,7.0,33.0,56.0,92.0,254.0,11.0,1.0,86700.0,601900.0,280600.0,921100.0,6074500.0,701000.0,5190200.0,359700.0,16000.0
MS,Lauderdale County,9.0,5.0,12.0,56.0,88.0,86.0,349.0,26.0,0.0,490900.0,298900.0,352000.0,3735500.0,3509500.0,693600.0,5574400.0,270400.0,0.0
MS,Lawrence County,1.0,0.0,1.0,1.0,1.0,2.0,33.0,6.0,0.0,2000.0,0.0,6600.0,1900.0,42000.0,4300.0,155500.0,20700.0,0.0
MS,Leake County,0.0,1.0,0.0,17.0,4.0,11.0,47.0,2.0,1.0,0.0,57200.0,0.0,766000.0,74900.0,43600.0,547500.0,4900.0,20000.0
MS,Lee County,28.0,3.0,20.0,171.0,46.0,160.0,470.0,44.0,0.0,480200.0,64000.0,754600.0,11285600.0,3846400.0,1722900.0,7262700.0,431100.0,0.0
MS,Leflore County,0.0,1.0,3.0,11.0,37.0,16.0,98.0,7.0,0.0,0.0,40000.0,128600.0,758000.0,1783600.0,155300.0,1469800.0,35200.0,0.0
MS,Lincoln County,2.0,0.0,2.0,8.0,6.0,15.0,94.0,7.0,1.0,11300.0,0.0,67200.0,1937200.0,215800.0,66400.0,1365700.0,42400.0,711800.0
MS,Lowndes County,2.0,2.0,9.0,30.0,41.0,52.0,198.0,9.0,0.0,69000.0,56400.0,292200.0,3900900.0,3606900.0,449000.0,3592500.0,64700.0,0.0
MS,Madison County,48.0,11.0,21.0,125.0,40.0,496.0,587.0,38.0,5.0,685600.0,666200.0,1074500.0,10272500.0,6724200.0,5968800.0,8768100.0,795600.0,147100.0
MS,Marion County,5.0,1.0,3.0,14.0,9.0,12.0,89.0,8.0,0.0,31700.0,3600.0,31500.0,1063900.0,149200.0,89200.0,1249700.0,25300.0,0.0
MS,Marshall County,2.0,1.0,6.0,65.0,12.0,23.0,192.0,22.0,0.0,18700.0,34200.0,111400.0,16544500.0,551200.0,217100.0,1142900.0,149700.0,0.0
MS,Monroe County,0.0,1.0,1.0,19.0,6.0,16.0,101.0,7.0,0.0,0.0,230500.0,17500.0,2142800.0,105000.0,94600.0,1039500.0,78200.0,0.0
MS,Montgomery County,0.0,0.0,3.0,1.0,2.0,3.0,26.0,3.0,0.0,0.0,0.0,42500.0,110000.0,6000.0,11100.0,249200.0,3900.0,0.0
MS,Neshoba County,0.0,0.0,3.0,7.0,6.0,7.0,84.0,2.0,0.0,0.0,0.0,72500.0,363900.0,264000.0,52800.0,933500.0,53900.0,0.0
MS,Newton County,0.0,0.0,0.0,7.0,3.0,8.0,46.0,7.0,0.0,0.0,0.0,0.0,367700.0,100900.0,26800.0,399100.0,21000.0,0.0
MS,Noxubee County,0.0,0.0,1.0,5.0,2.0,3.0,22.0,1.0,0.0,0.0,0.0,25000.0,365800.0,61500.0,5100.0,160000.0,6300.0,0.0
MS,Oktibbeha County,3.0,2.0,7.0,15.0,80.0,27.0,132.0,6.0,0.0,263300.0,81000.0,280200.0,1290700.0,8639500.0,291700.0,1859000.0,71200.0,0.0
MS,Panola County,3.0,3.0,8.0,67.0,12.0,74.0,264.0,27.0,1.0,206000.0,201500.0,241000.0,3651200.0,433500.0,345900.0,1922500.0,197800.0,338100.0
MS,Pearl River County,2.0,3.0,6.0,28.0,9.0,50.0,194.0,17.0,1.0,19600.0,91000.0,189400.0,796200.0,473800.0,202700.0,1933000.0,219200.0,2400.0
MS,Perry County,0.0,0.0,0.0,3.0,3.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,13900.0,77200.0,9400.0,215700.0,0.0,0.0
MS,Pike County,5.0,3.0,6.0,35.0,19.0,27.0,151.0,10.0,1.0,83100.0,74500.0,183300.0,1552800.0,1129100.0,99700.0,1997700.0,94800.0,2640000.0
MS,Pontotoc County,1.0,0.0,0.0,35.0,3.0,12.0,52.0,6.0,1.0,3600.0,0.0,0.0,3986400.0,45600.0,43200.0,657900.0,40300.0,16000.0
MS,Prentiss County,0.0,0.0,1.0,10.0,5.0,7.0,64.0,4.0,0.0,0.0,0.0,100.0,1251800.0,87600.0,16100.0,735000.0,13800.0,0.0
MS,Quitman County,0.0,0.0,0.0,5.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,239700.0,129500.0,2100.0,49100.0,8300.0,0.0
MS,Rankin County,56.0,17.0,33.0,252.0,50.0,442.0,893.0,56.0,4.0,615300.0,1380100.0,1333800.0,9815500.0,6707000.0,4411600.0,12295300.0,1348800.0,86700.0
MS,Scott County,1.0,0.0,0.0,17.0,5.0,10.0,80.0,7.0,0.0,3300.0,0.0,0.0,1034600.0,212100.0,35800.0,1003300.0,35200.0,0.0
MS,Sharkey County,0.0,0.0,0.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,3600.0,62000.0,8000.0,76400.0,2800.0,0.0
MS,Simpson County,0.0,1.0,1.0,11.0,6.0,17.0,111.0,8.0,1.0,0.0,6600.0,23900.0,204400.0,199700.0,125900.0,950500.0,86400.0,10000.0
MS,Smith County,0.0,0.0,1.0,6.0,0.0,3.0,19.0,2.0,0.0,0.0,0.0,10000.0,619400.0,0.0,7000.0,138300.0,6600.0,0.0
MS,Stone County,0.0,1.0,1.0,16.0,3.0,7.0,49.0,6.0,0.0,0.0,3600.0,24300.0,420900.0,49700.0,17700.0,591800.0,1228500.0,0.0
MS,Sunflower County,0.0,0.0,2.0,10.0,12.0,6.0,43.0,5.0,0.0,0.0,0.0,57000.0,3121800.0,516400.0,21100.0,466000.0,15800.0,0.0
MS,Tallahatchie County,0.0,0.0,0.0,1.0,1.0,2.0,21.0,1.0,0.0,0.0,0.0,0.0,80000.0,30000.0,4200.0,145900.0,2000.0,0.0
MS,Tate County,1.0,3.0,2.0,25.0,12.0,42.0,195.0,20.0,0.0,4000.0,136400.0,84100.0,1513100.0,500300.0,154400.0,1207600.0,162100.0,0.0
MS,Tippah County,0.0,0.0,1.0,8.0,1.0,7.0,49.0,5.0,0.0,0.0,0.0,16800.0,1609600.0,19400.0,19100.0,418400.0,27500.0,0.0
MS,Tishomingo County,0.0,1.0,1.0,20.0,3.0,4.0,40.0,7.0,0.0,0.0,10500.0,17000.0,1356800.0,60500.0,175600.0,260700.0,25400.0,0.0
MS,Tunica County,1.0,1.0,21.0,24.0,13.0,21.0,136.0,32.0,5.0,8500.0,26200.0,8556300.0,864300.0,1147000.0,78800.0,911000.0,348400.0,171600.0
MS,Union County,1.0,0.0,2.0,17.0,4.0,18.0,84.0,5.0,0.0,571500.0,0.0,74600.0,2449100.0,234100.0,104700.0,975200.0,63000.0,0.0
MS,Walthall County,0.0,0.0,0.0,11.0,1.0,5.0,26.0,4.0,0.0,0.0,0.0,0.0,127800.0,32600.0,9600.0,204400.0,11300.0,0.0
MS,Warren County,2.0,3.0,28.0,55.0,56.0,80.0,259.0,19.0,3.0,4300.0,679500.0,1001000.0,3278100.0,3287000.0,638000.0,3455000.0,386600.0,132600.0
MS,Washington County,2.0,3.0,5.0,16.0,40.0,27.0,134.0,11.0,2.0,32100.0,210000.0,187200.0,2160400.0,2377100.0,306100.0,2846900.0,235300.0,133600.0
MS,Wayne County,0.0,0.0,1.0,2.0,2.0,7.0,60.0,5.0,0.0,0.0,0.0,20900.0,5400.0,146600.0,21500.0,556200.0,27600.0,0.0
MS,Webster County,0.0,0.0,0.0,8.0,1.0,3.0,20.0,2.0,0.0,0.0,0.0,0.0,1284800.0,31100.0,5900.0,113200.0,4700.0,0.0
MS,Wilkinson County,1.0,0.0,2.0,5.0,3.0,3.0,17.0,3.0,0.0,4500.0,0.0,29000.0,27400.0,85200.0,9600.0,126000.0,795600.0,0.0
MS,Winston County,1.0,1.0,2.0,3.0,8.0,2.0,51.0,2.0,0.0,2400.0,55600.0,78000.0,261900.0,274100.0,5300.0,577200.0,13300.0,0.0
MS,Yalobusha County,1.0,0.0,1.0,4.0,4.0,5.0,37.0,6.0,1.0,3500.0,0.0,5000.0,402400.0,47300.0,13600.0,216900.0,24100.0,6200.0
MS,Yazoo County,1.0,2.0,3.0,1.0,14.0,7.0,54.0,4.0,0.0,2800.0,71400.0,37400.0,14400.0,435600.0,34000.0,590500.0,5900.0,0.0
MT,Beaverhead County,0.0,1.0,16.0,7.0,6.0,14.0,67.0,3.0,1.0,0.0,66300.0,167600.0,378800.0,67600.0,100900.0,494400.0,14900.0,1500.0
MT,Big Horn County,0.0,0.0,7.0,7.0,12.0,3.0,34.0,7.0,1.0,0.0,0.0,121300.0,112400.0,109800.0,19300.0,276900.0,89000.0,9800.0
MT,Blaine County,0.0,0.0,1.0,0.0,4.0,3.0,8.0,2.0,0.0,0.0,0.0,24600.0,0.0,41000.0,14000.0,92400.0,7100.0,0.0
MT,Broadwater County,0.0,0.0,3.0,5.0,2.0,2.0,21.0,3.0,0.0,0.0,0.0,50800.0,34700.0,88900.0,11500.0,149100.0,6100.0,0.0
MT,Carbon County,1.0,3.0,6.0,7.0,6.0,7.0,52.0,13.0,1.0,400.0,76300.0,176700.0,51200.0,89500.0,19700.0,331100.0,81500.0,7500.0
MT,Carter County,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600.0,3600.0,0.0
MT,Cascade County,12.0,8.0,23.0,68.0,74.0,130.0,276.0,30.0,1.0,242300.0,454700.0,822300.0,5768900.0,2854000.0,2463300.0,4554400.0,490300.0,4000.0
MT,Chouteau County,0.0,0.0,1.0,8.0,1.0,3.0,28.0,2.0,0.0,0.0,0.0,18600.0,44800.0,1900.0,12400.0,132800.0,4700.0,0.0
MT,Custer County,0.0,1.0,6.0,4.0,1.0,11.0,42.0,4.0,1.0,0.0,4800.0,95100.0,81500.0,4200.0,83600.0,561600.0,280900.0,3900.0
MT,Daniels County,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,12900.0,0.0,10100.0,0.0,21500.0,12000.0,0.0
MT,Dawson County,0.0,0.0,7.0,6.0,17.0,7.0,25.0,5.0,0.0,0.0,0.0,201800.0,56700.0,890700.0,59400.0,343900.0,40900.0,0.0
MT,Deer Lodge County,0.0,0.0,5.0,4.0,4.0,8.0,43.0,7.0,1.0,0.0,0.0,41900.0,62700.0,87700.0,70400.0,304700.0,27500.0,9100.0
MT,Fallon County,0.0,0.0,3.0,7.0,3.0,1.0,7.0,1.0,0.0,0.0,0.0,31300.0,53200.0,21500.0,2100.0,112100.0,4400.0,0.0
MT,Fergus County,2.0,1.0,4.0,2.0,6.0,7.0,39.0,3.0,0.0,18700.0,13100.0,34500.0,29700.0,155800.0,83800.0,329000.0,11200.0,0.0
MT,Flathead County,22.0,5.0,55.0,136.0,111.0,260.0,499.0,78.0,3.0,384900.0,284700.0,1240600.0,1332700.0,1562100.0,1868700.0,6350700.0,1346100.0,9000.0
MT,Gallatin County,29.0,8.0,40.0,198.0,168.0,293.0,386.0,31.0,6.0,335600.0,732300.0,1161600.0,2480300.0,3396100.0,3172600.0,5647200.0,439200.0,208400.0
MT,Garfield County,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6600.0,0.0,4000.0,0.0,0.0
MT,Glacier County,0.0,3.0,1.0,0.0,6.0,6.0,20.0,4.0,0.0,0.0,147600.0,127000.0,0.0,101300.0,24400.0,198500.0,26400.0,0.0
MT,Golden Valley County,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,3400.0,0.0
